No.,Pokémon,Entry,Bucket,Weight,Lv. Min,Lv. Max,Biomes,Excluded Biomes,Time,Weather,Multipliers,Context,Presets,Conditions,Anticonditions,skyLightMin,skyLightMax,canSeeSky,Patternkey=Value
0194,Wooper [Paldean],25,common,9,1,21,Muddy,,any,any,,fishing,,,,,,TRUE,
0194,Wooper [Paldean],26,uncommon,8.4,1,21,Arid,,any,any,,fishing,,,minLureLevel = 1,,,TRUE,
0194,Wooper [Paldean],27,common,9,1,21,Arid,,any,any,Lure1/2 x0.6,fishing,,minLureLevel = 1,,,,TRUE,
0194,Wooper [Paldean],28,common,9,1,21,Muddy,,any,any,,submerged,Water,,,8,15,FALSE,
0194,Wooper [Paldean],29,uncommon,8.4,1,21,Savanna,,any,any,,submerged,Water,,,8,15,FALSE,
0194,Wooper [Paldean],30,common,9,1,21,Muddy,,any,any,,fishing,,,,8,15,FALSE,
0194,Wooper [Paldean],31,uncommon,8.4,1,21,Arid,,any,any,,fishing,,,minLureLevel = 1,8,15,FALSE,
0194,Wooper [Paldean],32,common,9,1,21,Arid,,any,any,Lure1/2 x0.6,fishing,,minLureLevel = 1,,8,15,FALSE,
0195,Quagsire,1,common,1,20,43,Lush,,any,any,,grounded,Natural,,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",0,7,,
0195,Quagsire,2,common,1,20,43,Lush,,any,any,,submerged,Water,,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",0,7,,
0195,Quagsire,3,uncommon,1.6,20,43,Overworld,Lush,any,any,,grounded,Natural,"minecraft:water, maxY = 62",,0,7,,
0195,Quagsire,4,uncommon,1.6,20,43,Overworld,Lush,any,any,,submerged,Water,maxY = 62,,0,7,,
0195,Quagsire,5,common,0.2,20,43,Swamp,Muddy,any,rain,,grounded,Natural,,,8,15,,
0195,Quagsire,6,common,0.2,20,43,Swamp,Muddy,any,any,,submerged,Water,,,,,TRUE,
0195,Quagsire,7,common,1,20,43,"Aether, Overworld",Lush,any,any,,fishing,,,,0,7,,
0195,Quagsire,8,common,0.2,20,43,"Mushroom, Swamp",Muddy,any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0195,Quagsire,9,common,0.2,20,43,Swamp,Muddy,any,any,,submerged,Water,,,8,15,FALSE,
0195,Quagsire,10,common,0.2,20,43,"Mushroom, Swamp",Muddy,any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0195,Quagsire,11,common,1,20,43,Overworld,Lush,any,any,,grounded,Natural,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",,0,7,,
0195,Quagsire,12,common,1,20,43,Overworld,Lush,any,any,,submerged,Water,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",,0,7,,
0195,Quagsire,13,uncommon,1.6,20,43,Aether,,any,any,,grounded,Natural,minecraft:water,,0,7,,
0195,Quagsire,14,uncommon,1.6,20,43,Aether,,any,any,,submerged,Water,,,0,7,,
0196,Espeon,1,ultra-rare,1.2,28,53,Hills,,any,any,,grounded,Natural,,,8,15,,
0196,Espeon,2,uncommon,0.02,28,53,Overworld,,any,any,,grounded,"Natural, Urban",,,8,15,,
0196,Espeon,3,uncommon,0.02,28,53,Overworld,,any,any,,grounded,Natural,structure:#minecraft:village,,8,15,,
0196,Espeon,4,uncommon,0.1,28,53,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0197,Umbreon,1,ultra-rare,1.2,28,53,Spooky,,any,any,,grounded,Natural,,,8,15,,
0197,Umbreon,2,uncommon,0.02,28,53,Overworld,,any,any,,grounded,"Natural, Urban",,,8,15,,
0197,Umbreon,3,uncommon,0.02,28,53,Overworld,,any,any,,grounded,Natural,structure:#minecraft:village,,8,15,,
0197,Umbreon,4,uncommon,0.1,28,53,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0198,Murkrow,1,common,9.5,16,41,Spooky,,any,any,Night x1.5,grounded,"Natural, Treetop",,,8,15,,
0198,Murkrow,3,common,5.7,16,41,Swamp,,night,any,,grounded,"Natural, Treetop",,,8,15,,
0198,Murkrow,4,common,5.7,16,41,Taiga,,night,any,,grounded,"Natural, Treetop",,,8,15,,
0198,Murkrow,7,common,9.5,16,41,Sky,,night,any,,grounded,"Natural, Treetop",,,8,15,,
0199,Slowking,1,common,0.15,37,49,Beach,,any,any,,grounded,Natural,,,8,15,,
0199,Slowking,2,common,0.05,37,49,Beach,,any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0199,Slowking,3,common,0.05,37,49,Beach,,any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0199,Slowking [Galarian],4,common,0.15,37,49,"Mushroom Fields, Tropical Island",,any,any,,grounded,Natural,minecraft:water,,8,15,,
0199,Slowking [Galarian],5,common,0.05,37,49,"Mushroom Fields, Tropical Island",,any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0199,Slowking [Galarian],6,common,0.05,37,49,"Mushroom Fields, Tropical Island",,any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0200,Misdreavus,1,common,5.7,19,44,Spooky,Deep Dark,any,any,,grounded,Natural,maxLight = 7,,1,7,,
0200,Misdreavus,2,common,1.9,19,44,"Spooky, Swamp",Deep Dark,any,any,,grounded,Natural,,,0,7,,
0200,Misdreavus,3,common,5.7,19,44,"Spooky, Swamp",Deep Dark,any,any,,grounded,Derelict,,,,,FALSE,
0200,Misdreavus,4,common,5.7,19,44,Swamp,,night,any,,grounded,Natural,,,8,15,,
0200,Misdreavus,5,common,5.7,19,44,Nether Warped,,any,any,,grounded,Natural,,,,,any,
0200,Misdreavus,6,common,5.7,19,44,Overworld,Deep Dark,any,any,,grounded,,"structure:#cobblemon:shipwreck_cove, minY = -41, maxY = 9, minY = -41, maxY = 9",,,,FALSE,
0201,Unown,1,common,3.769,1,100,End,,any,any,,grounded,Natural,,,,,any,"character=a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z"
0201,Unown,2,common,1,1,100,End,,any,any,,grounded,Natural,,,,,any,"character=!, ?"
0201,Unown,3,common,0.754,1,100,Overworld,,any,any,,grounded,Trail_Ruins,minY = 48,,,,any,"character=a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z"
0201,Unown,4,common,0.2,1,100,Overworld,,any,any,,grounded,Trail_Ruins,minY = 48,,,,any,"character=!, ?"
0201,Unown,5,common,3.769,1,100,Howling Constructs,,any,any,,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,"character=a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z"
0201,Unown,6,common,1,1,100,Howling Constructs,,any,any,,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,"character=!, ?"
0202,Wobbuffet,1,rare,2.5,15,41,Overworld,Deep Dark,any,any,,grounded,Natural,,,0,7,,
0203,Girafarig,1,common,5.4,21,46,Savanna,,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0204,Pineco,1,common,9,4,29,Taiga,,any,any,,grounded,"Natural, Treetop",,,8,15,,
0205,Forretress,1,common,1,31,47,Taiga,,any,any,,grounded,Natural,,,8,15,,
0206,Dunsparce,1,uncommon,1.68,17,42,Overworld,Deep Dark,any,any,,grounded,Natural,,,0,7,,
0207,Gligar,1,uncommon,5.52,18,43,Badlands,,night,any,,grounded,"Natural, Treetop",,,8,15,,
0207,Gligar,2,common,1.9,18,43,Nether Mountain,,any,any,,grounded,Natural,,,,,any,
0208,Steelix,1,uncommon,0.48,34,51,Overworld,Deep Dark,any,any,,grounded,Natural,,,0,7,,
0208,Steelix,2,uncommon,0.16,34,51,Nether Basalt,,any,any,,grounded,Natural,,,,,any,
0209,Snubbull,1,common,5.4,5,30,Overworld,Freezing,any,any,,grounded,"Natural, Urban",,,8,15,,
0209,Snubbull,2,common,5.4,5,30,Overworld,Freezing,any,any,,grounded,Natural,structure:#minecraft:village,,8,15,,
0209,Snubbull,3,common,5.4,5,30,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0210,Granbull,1,common,0.6,23,45,Overworld,Freezing,any,any,,grounded,"Natural, Urban",,,8,15,,
0210,Granbull,2,common,0.6,23,45,Overworld,Freezing,any,any,,grounded,Natural,structure:#minecraft:village,,8,15,,
0210,Granbull,3,common,0.6,23,45,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0211,Qwilfish,1,uncommon,10,19,44,"Lukewarm Ocean, Warm Ocean",,any,any,,submerged,Water,,structure:minecraft:monument,,,TRUE,
0211,Qwilfish,2,common,60,19,44,Ocean,"Cold Ocean, Frozen Ocean",any,any,,submerged,"Water, Ocean_Monument",,,,,TRUE,
0211,Qwilfish,3,uncommon,10,19,44,"Lukewarm Ocean, Warm Ocean",,any,any,,fishing,,,"minLureLevel = 1, structure:minecraft:monument",,,TRUE,
0211,Qwilfish,4,common,10,19,44,"Lukewarm Ocean, Warm Ocean",,any,any,Lure1/2 x0.6,fishing,,minLureLevel = 1,structure:minecraft:monument,,,TRUE,
0211,Qwilfish,5,common,100,19,44,Ocean,"Cold Ocean, Frozen Ocean",any,any,Lure0/1 x0.6,fishing,,structure:minecraft:monument,,,,TRUE,
0211,Qwilfish,6,uncommon,10,19,44,"Lukewarm Ocean, Warm Ocean",,any,any,,submerged,Water,,structure:minecraft:monument,8,15,FALSE,
0211,Qwilfish,7,common,60,19,44,Ocean,"Cold Ocean, Frozen Ocean",any,any,,submerged,"Water, Ocean_Monument",,,8,15,FALSE,
0211,Qwilfish,8,uncommon,10,19,44,"Lukewarm Ocean, Warm Ocean",,any,any,,fishing,,,"minLureLevel = 1, structure:minecraft:monument",8,15,FALSE,
0211,Qwilfish,9,common,10,19,44,"Lukewarm Ocean, Warm Ocean",,any,any,Lure1/2 x0.6,fishing,,minLureLevel = 1,structure:minecraft:monument,8,15,FALSE,
0211,Qwilfish,10,common,100,19,44,Ocean,"Cold Ocean, Frozen Ocean",any,any,Lure0/1 x0.6,fishing,,structure:minecraft:monument,,8,15,FALSE,
0211,Qwilfish,11,uncommon,10,19,44,Overworld,Cold,any,any,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0211,Qwilfish,12,uncommon,10,19,44,Overworld,Cold,any,any,,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",minLureLevel = 1,,,FALSE,
0211,Qwilfish,13,common,10,19,44,Overworld,Cold,any,any,Lure1/2 x0.6,fishing,,"minLureLevel = 1, structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0211,Qwilfish [Hisuian],14,uncommon,8.4,19,44,Cold Ocean,,any,any,,submerged,Water,,structure:minecraft:monument,,,TRUE,
0211,Qwilfish [Hisuian],15,common,54,19,44,"Cold Ocean, Frozen Ocean",,any,any,,submerged,"Water, Ocean_Monument",,,,,TRUE,
0211,Qwilfish [Hisuian],16,uncommon,8.4,19,44,Cold Ocean,,any,any,,fishing,,,"minLureLevel = 1, structure:minecraft:monument",,,TRUE,
0211,Qwilfish [Hisuian],17,common,9,19,44,Cold Ocean,,any,any,Lure1/2 x0.6,fishing,,minLureLevel = 1,structure:minecraft:monument,,,TRUE,
0211,Qwilfish [Hisuian],18,common,54,19,44,"Cold Ocean, Frozen Ocean",,any,any,Lure0/1 x0.6,fishing,,structure:minecraft:monument,,,,TRUE,
0211,Qwilfish [Hisuian],19,uncommon,8.4,19,44,Cold Ocean,,any,any,,submerged,Water,,structure:minecraft:monument,8,15,FALSE,
0211,Qwilfish [Hisuian],20,common,54,19,44,"Cold Ocean, Frozen Ocean",,any,any,,submerged,"Water, Ocean_Monument",,,8,15,FALSE,
0211,Qwilfish [Hisuian],21,uncommon,8.4,19,44,Cold Ocean,,any,any,,fishing,,,"minLureLevel = 1, structure:minecraft:monument",8,15,FALSE,
0211,Qwilfish [Hisuian],22,common,9,19,44,Cold Ocean,,any,any,Lure1/2 x0.6,fishing,,minLureLevel = 1,structure:minecraft:monument,8,15,FALSE,
0211,Qwilfish [Hisuian],23,common,54,19,44,"Cold Ocean, Frozen Ocean",,any,any,Lure0/1 x0.6,fishing,,structure:minecraft:monument,,8,15,FALSE,
0211,Qwilfish [Hisuian],24,uncommon,8.4,19,44,Cold,,any,any,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0211,Qwilfish [Hisuian],25,uncommon,8.4,19,44,Cold,,any,any,,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",minLureLevel = 1,,,FALSE,
0211,Qwilfish [Hisuian],26,common,9,19,44,Cold,,any,any,Lure1/2 x0.6,fishing,,"minLureLevel = 1, structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0212,Scizor,1,uncommon,0.16,45,50,Jungle,,day,any,,grounded,"Natural, Wild",,,8,15,,
0213,Shuckle,1,uncommon,10,16,51,Lush,,any,any,,grounded,Natural,,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",0,7,,
0213,Shuckle,2,uncommon,6,16,51,Lush,,any,any,,fishing,,,"minLureLevel = 1, structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",0,7,,
0213,Shuckle,3,common,2,16,51,Lush,,any,any,Lure3 x3,fishing,,minLureLevel = 1,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",0,7,,
0213,Shuckle,4,uncommon,10,16,51,Overworld,Lush,any,any,,grounded,Natural,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",,0,7,,
0213,Shuckle,5,uncommon,6,16,51,Overworld,Lush,any,any,,fishing,,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",minLureLevel = 1,0,7,,
0213,Shuckle,6,common,2,16,51,Overworld,Lush,any,any,Lure3 x3,fishing,,"minLureLevel = 1, structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",,0,7,,
0214,Heracross,1,rare,2,25,50,Forest,"Freezing, Spooky",any,any,Twilight x5,grounded,"Natural, Treetop, Wild",,#cobblemon:saccharine_trees,8,15,,
0214,Heracross,2,uncommon,2,25,50,"Jungle, Skyroot Forest, Skyroot Woodland, Tropical Island",,any,any,Twilight x5,grounded,"Natural, Treetop, Wild",,#cobblemon:saccharine_trees,8,15,,
0214,Heracross,3,uncommon,2,25,50,"Aether, Overworld",Freezing,any,any,Twilight x5,grounded,"Natural, Treetop",#cobblemon:saccharine_trees,,8,15,,
0214,Heracross,4,uncommon,10,25,50,Crystal Canyon,,any,any,,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,
0215,Sneasel,1,uncommon,9.2,18,43,Taiga,,any,any,Day x0.25,grounded,"Natural, Wild",,,8,15,,
0215,Sneasel [Hisuian],2,uncommon,9.2,18,43,Mountain,"Arid, Taiga, Volcanic",any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0216,Teddiursa,1,common,1.8,8,33,"Forest, Mountain, Skyroot Forest, Skyroot Woodland, Taiga",Volcanic,any,any,,grounded,"Natural, Wild",minY = 48,#cobblemon:saccharine_trees,,,any,
0216,Teddiursa,2,common,5.4,8,33,"Aether, Overworld",,any,any,,grounded,"Natural, Wild",#cobblemon:saccharine_trees,,8,15,,
0216,Teddiursa,3,common,1.8,8,33,"Crystal Canyon, Floral Meadow",,any,any,,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,
0217,Ursaring,1,common,0.19,30,50,"Forest, Mountain, Skyroot Forest, Skyroot Woodland, Taiga",Volcanic,any,any,,grounded,"Natural, Wild",minY = 48,#cobblemon:saccharine_trees,,,any,
0217,Ursaring,2,common,0.57,30,50,"Aether, Overworld",,any,any,,grounded,"Natural, Wild",#cobblemon:saccharine_trees,,8,15,,
0217,Ursaring,3,common,0.19,30,50,"Crystal Canyon, Floral Meadow",,any,any,,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,
0218,Slugma,1,common,1.8,1,25,Overworld,Volcanic,any,any,,surface,Lava,,,,,any,
0218,Slugma,2,common,9,1,25,Volcanic,,any,any,,grounded,Natural,minecraft:lava,,,,any,
0218,Slugma,3,common,5.4,1,25,"Nether Basalt, Nether Wasteland",,any,any,,grounded,Natural,,,,,any,
0218,Slugma,4,common,9,1,25,"Nether, Volcanic",,any,any,,surface,Lava,,,,,any,
0219,Magcargo,1,common,0.2,38,43,Overworld,Volcanic,any,any,,surface,Lava,,,,,any,
0219,Magcargo,2,common,1,38,43,Volcanic,,any,any,,grounded,Natural,minecraft:lava,,,,any,
0219,Magcargo,3,common,0.6,38,43,"Nether Basalt, Nether Wasteland",,any,any,,grounded,Natural,,,,,any,
0219,Magcargo,4,common,1,38,43,"Nether, Volcanic",,any,any,,surface,Lava,,,,,any,
0220,Swinub,1,common,9,1,25,Tundra,,any,any,,grounded,"Natural, Wild",,,8,15,,
0221,Piloswine,1,common,0.9,33,45,Tundra,,any,any,,grounded,"Natural, Wild",,,8,15,,
0222,Corsola,1,common,10,16,41,Warm Ocean,,any,any,,seafloor,Water,,,,,TRUE,
0222,Corsola,2,uncommon,10,16,41,Overworld,Warm Ocean,any,any,,seafloor,Water,"#minecraft:corals, #minecraft:coral_blocks",,,,TRUE,
0222,Corsola,3,common,10,16,41,Warm Ocean,,any,any,,fishing,,,,,,TRUE,
0222,Corsola,4,common,10,16,41,Warm Ocean,,any,any,,fishing,,,,8,15,FALSE,
0222,Corsola [Galarian],5,uncommon,1.68,16,41,Beach,,any,any,,grounded,Natural,,,,,any,
0222,Corsola [Galarian],6,common,9,16,41,Overworld,,any,any,,grounded,Natural,#cobblemon:dead_coral,,,,any,
0222,Corsola [Galarian],7,common,9,16,41,Overworld,,any,any,,seafloor,Water,#cobblemon:dead_coral,,,,any,
0222,Corsola [Galarian],8,uncommon,5.04,16,41,Nether Quartz,,any,any,,grounded,Natural,on minecraft:quartz_block,,,,any,
0222,Corsola [Galarian],9,common,9,16,41,Warped Desert,,any,any,,grounded,Natural,,,,,any,
0222,Corsola [Galarian],10,uncommon,1.68,16,41,"Beach, Warm Ocean",,any,any,,fishing,,,minLureLevel = 1,,,TRUE,
0222,Corsola [Galarian],11,common,1.8,16,41,"Beach, Warm Ocean",,any,any,Lure3 x3,fishing,,minLureLevel = 1,,,,TRUE,
0222,Corsola [Galarian],12,uncommon,1.68,16,41,"Beach, Warm Ocean",,any,any,,fishing,,,minLureLevel = 1,8,15,FALSE,
0222,Corsola [Galarian],13,common,1.8,16,41,"Beach, Warm Ocean",,any,any,Lure3 x3,fishing,,minLureLevel = 1,,8,15,FALSE,
0223,Remoraid,1,common,9,5,30,Ocean,,any,any,,submerged,Water,,,,,TRUE,
0223,Remoraid,2,common,9,5,30,Ocean,,any,any,,fishing,,,,,,TRUE,
0223,Remoraid,3,common,9,5,30,Ocean,,any,any,,submerged,Water,,,8,15,FALSE,
0223,Remoraid,4,common,9,5,30,Ocean,,any,any,,fishing,,,,8,15,FALSE,
0223,Remoraid,5,common,9,5,30,Overworld,,any,any,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0223,Remoraid,6,common,9,5,30,Overworld,,any,any,,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0224,Octillery,1,common,1,25,48,Ocean,,any,any,,seafloor,Water,,,,,TRUE,
0224,Octillery,2,common,1,25,48,Ocean,,any,any,,fishing,,,,,,TRUE,
0224,Octillery,3,common,1,25,48,Ocean,,any,any,,fishing,,,,8,15,FALSE,
0224,Octillery,4,common,1,25,48,Overworld,,any,any,,seafloor,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0224,Octillery,5,common,1,25,48,Overworld,,any,any,,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0225,Delibird,1,uncommon,10,8,33,Peak,Volcanic,any,any,Night x0.25,grounded,Natural,,,8,15,,
0225,Delibird,2,common,100,8,33,Aether,,any,any,,grounded,Natural,aether:present,,8,15,,
0226,Mantine,1,uncommon,1.6,30,49,"Lukewarm Ocean, Warm Ocean",,any,any,,submerged,Water,minY = 48,,,,TRUE,
0226,Mantine,2,uncommon,1.6,30,49,Ocean,"Cold Ocean, Frozen Ocean",any,any,,fishing,,,minLureLevel = 1,,,TRUE,
0226,Mantine,3,common,1,30,49,Ocean,"Cold Ocean, Frozen Ocean",any,any,Lure1/2 x0.6,fishing,,minLureLevel = 1,,,,TRUE,
0226,Mantine,4,uncommon,1.6,30,49,"Lukewarm Ocean, Warm Ocean",,any,any,,submerged,Water,minY = 48,,8,15,FALSE,
0226,Mantine,5,uncommon,1.6,30,49,Ocean,"Cold Ocean, Frozen Ocean",any,any,,fishing,,,minLureLevel = 1,8,15,FALSE,
0226,Mantine,6,common,1,30,49,Ocean,"Cold Ocean, Frozen Ocean",any,any,Lure1/2 x0.6,fishing,,minLureLevel = 1,,8,15,FALSE,
0227,Skarmory,1,rare,10,22,47,"Badlands, Desert, Sky",,day,any,,grounded,"Natural, Wild",,,8,15,,
0228,Houndour,1,uncommon,5.04,8,33,Badlands,,any,any,Night x1.5,grounded,"Natural, Wild",,,8,15,,
0228,Houndour,2,common,5.4,8,33,Nether,,any,any,,grounded,Natural,,,,,any,
0228,Houndour,3,uncommon,84,8,33,Overworld,,any,any,Night x1.5,grounded,Ruined_Portal,,,,,any,
0229,Houndoom,1,uncommon,0.96,24,50,Badlands,,any,any,Night x1.5,grounded,"Natural, Wild",,,8,15,,
0229,Houndoom,2,common,0.6,24,50,Nether,,any,any,,grounded,Natural,,,,,any,
0229,Houndoom,3,uncommon,16,24,50,Overworld,,any,any,Night x1.5,grounded,Ruined_Portal,,,,,any,
0230,Kingdra,1,common,0.01,39,54,"Lukewarm Ocean, Warm Ocean",,any,any,,submerged,Water,,,,,TRUE,
0230,Kingdra,2,common,0.01,39,54,Ocean,"Cold Ocean, Frozen Ocean",any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0230,Kingdra,3,common,0.01,39,54,"Lukewarm Ocean, Warm Ocean",,any,any,,submerged,Water,,,8,15,FALSE,
0230,Kingdra,4,common,0.01,39,54,Ocean,"Cold Ocean, Frozen Ocean",any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0230,Kingdra,5,common,0.01,39,54,Overworld,,any,any,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0230,Kingdra,6,common,0.01,39,54,Overworld,,any,any,"Lure2 x3, Lure3 x5",fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0231,Phanpy,1,common,1.8,8,33,Badlands,,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0231,Phanpy,2,common,5.4,8,33,Savanna,,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0232,Donphan,1,common,0.2,25,50,Badlands,,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0232,Donphan,2,common,0.6,25,50,Savanna,,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0233,Porygon2,1,uncommon,0.72,35,52,Overworld,,any,any,,grounded,,cobblemon:pc,,,,any,
0234,Stantler,1,common,5.4,22,47,"Snowy Forest, Snowy Taiga, Tundra",,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0234,Stantler,2,common,100,22,47,Aether,,any,any,,grounded,Natural,"aether:holiday_leaves, aether:decorated_holiday_leaves",,8,15,,
0235,Smeargle,1,rare,10,1,25,Overworld,,any,any,Night x0.25,grounded,"Natural, Urban",,,8,15,,
0235,Smeargle,2,rare,10,1,25,Overworld,,any,any,Night x0.25,grounded,Natural,structure:#minecraft:village,,8,15,,
0235,Smeargle,3,common,2,1,25,Overworld,,any,any,,grounded,Mansion,"minecraft:light_blue_wool, minecraft:blue_wool, minecraft:cyan_wool, minecraft:light_gray_wool, minecraft:gray_wool, minecraft:green_wool, minecraft:black_wool, minecraft:lime_wool, minecraft:orange_wool, minecraft:yellow_wool, minecraft:brown_wool, minecraft:yellow_carpet, minecraft:lime_carpet",,,,FALSE,
0236,Tyrogue,1,uncommon,5.04,1,21,Hills,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0237,Hitmontop,1,uncommon,0.32,20,46,Hills,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0238,Smoochum,1,uncommon,1.68,6,31,Freezing,,any,any,Night x0.25,grounded,"Natural, Urban",,,8,15,,
0238,Smoochum,2,uncommon,1.68,6,31,Freezing,,any,any,Night x0.25,grounded,Natural,structure:#minecraft:village,,8,15,,
0239,Elekid,1,uncommon,1.68,11,36,"Hills, Plains",,any,any,Storm x5,grounded,Natural,,,8,15,,
0240,Magby,1,common,9,11,36,Hills,Volcanic,any,clear,,grounded,Natural,"minecraft:lava, minecraft:magma_block",,8,15,,
0240,Magby,2,common,9,11,36,Volcanic,,any,clear,,grounded,Natural,,,8,15,,
0240,Magby,3,common,9,11,36,"Nether Basalt, Nether Wasteland",,any,any,,grounded,Natural,,,,,any,
0241,Miltank,1,common,6,24,49,Grassland,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0241,Miltank,2,common,9.9,24,49,Mushroom Fields,,any,any,Night x0.25,grounded,Natural,,,8,15,,mooshtank=red
0241,Miltank,3,common,0.1,24,49,Mushroom Fields,,any,any,Night x0.25,grounded,Natural,,,8,15,,mooshtank=brown
0242,Blissey,1,rare,0.125,40,54,Overworld,,any,any,Night x0.25,grounded,"Natural, Urban",,,8,15,,
0242,Blissey,2,rare,0.125,40,54,Overworld,,any,any,Night x0.25,grounded,Natural,structure:#minecraft:village,,8,15,,
0242,Blissey,3,rare,0.125,40,54,Aether,,any,any,,grounded,Natural,,,8,15,,
0246,Larvitar,1,ultra-rare,6,5,30,Mountain,Freezing,any,any,,grounded,"Natural, Wild",,,8,15,,
0246,Larvitar,2,rare,7.5,5,30,Mountain,,any,any,,grounded,Natural,,,0,7,,
0247,Pupitar,1,ultra-rare,3.6,30,54,Mountain,Freezing,any,any,,grounded,"Natural, Wild",,,8,15,,
0247,Pupitar,2,rare,2.25,30,54,Mountain,,any,any,,grounded,Natural,,,0,7,,
0248,Tyranitar,1,ultra-rare,0.4,55,60,Mountain,Freezing,any,any,,grounded,"Natural, Wild",,,8,15,,
0248,Tyranitar,2,rare,0.25,55,60,Mountain,,any,any,,grounded,Natural,,,0,7,,
